bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,ramp_agc,ramp_10,ramp_30,ramp_q,apf
26,4,0,0.5,-0.5,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
26,8.5,0,7.3,-7.3,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
26,130.8,0,47.3,-47.3,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,65,-65,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,65.3,-65.3,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27E,120,0,22.6,-22.6,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27E,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27E,17,0,3.3,-3.3,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27E,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27E,1215,0,207.1,-207.1,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27E,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27E,15,0,2.8,-2.8,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27E,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27E,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27E,29.9,0,3,-3,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27E,1046.9,0,81.9,-81.9,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27E,0,0,22.7,-22.7,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27W,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27W,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27W,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27W,33,0,6.9,-6.9,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27W,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27W,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27W,21,0,4.2,-4.2,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27W,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27W,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27W,41.3,0,0.7,-0.7,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27W,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27W,805.8,0,7.5,-7.5,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27W,0,0,1.7,-1.7,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
27W,0,0,3.4,-3.4,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
28,3,0,0.3,-0.3,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
28,17,0,1.8,-1.8,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
28,34,0,19.5,-19.5,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
28,323.2,0,110.3,-110.3,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
29,52,0,9.4,-9.4,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
29,2,0,0.5,-0.5,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
29,14,0,0.8,-0.8,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
29,28.2,0,-1,1,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
29,87.9,0,2.4,-2.4,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,42.9,-42.9,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
30,233,0,63.8,-63.8,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
30,9,0,1.5,-1.5,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
30,18.8,0,5.9,-5.9,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
30,119.6,0,23.7,-23.7,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,23.2,-23.2,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,360.7,-360.7,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
31,322,0,38.1,-38.1,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
31,1,0,0.1,-0.1,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
31,3,0,3.4,-3.4,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
31,295.5,0,206.1,-206.1,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,353.7,-353.7,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
32,2,0,0.3,-0.3,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
32,536,0,88.2,-88.2,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
32,9,0,1.7,-1.7,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
32,612,0,104.2,-104.2,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
32,18.8,0,15.6,-15.6,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
32,1224.2,0,569.4,-569.4,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,76.7,-76.7,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,682.1,-682.1,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
33,10,0,2.3,-2.3,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
33,20.4,0,1.7,-1.7,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
33,332.9,0,14.7,-14.7,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,91.6,-91.6,1,100,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
