1,2,3,4
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
46.30567802,65.88989523,85.47888889,39.30554494
